k,train_years,test_year,n_train,n_test,adj_rand,pitcher
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,16955,1346,0.321,"Darvish, Yu"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,18301,1114,0.255,"Darvish, Yu"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2017,1533,3128,0.387,"Darvish, Yu"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2018,4661,614,0.428,"Darvish, Yu"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,5275,2450,0.389,"Darvish, Yu"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,7725,1171,0.247,"Darvish, Yu"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,8896,2674,0.364,"Darvish, Yu"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,11570,3263,0.254,"Darvish, Yu"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,14833,2122,0.37,"Darvish, Yu"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,16955,1346,0.357,"Darvish, Yu"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,18301,1114,0.354,"Darvish, Yu"
6,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2017,1533,3128,0.387,"Darvish, Yu"
6,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2018,4661,614,0.368,"Darvish, Yu"
6,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,5275,2450,0.393,"Darvish, Yu"
6,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,7725,1171,0.214,"Darvish, Yu"
6,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,8896,2674,0.402,"Darvish, Yu"
6,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,11570,3263,0.319,"Darvish, Yu"
6,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,14833,2122,0.37,"Darvish, Yu"
6,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,16955,1346,0.386,"Darvish, Yu"
6,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,18301,1114,0.384,"Darvish, Yu"
7,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2017,1533,3128,0.348,"Darvish, Yu"
7,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2018,4661,614,0.469,"Darvish, Yu"
7,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,5275,2450,0.386,"Darvish, Yu"
7,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,7725,1171,0.207,"Darvish, Yu"
7,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,8896,2674,0.376,"Darvish, Yu"
7,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,11570,3263,0.272,"Darvish, Yu"
7,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,14833,2122,0.369,"Darvish, Yu"
7,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,16955,1346,0.382,"Darvish, Yu"
7,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,18301,1114,0.384,"Darvish, Yu"
9,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2018,4661,614,0.419,"Darvish, Yu"
9,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,5275,2450,0.352,"Darvish, Yu"
9,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,7725,1171,0.246,"Darvish, Yu"
9,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,8896,2674,0.421,"Darvish, Yu"
9,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,11570,3263,0.257,"Darvish, Yu"
9,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,14833,2122,0.367,"Darvish, Yu"
9,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,16955,1346,0.452,"Darvish, Yu"
9,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,18301,1114,0.348,"Darvish, Yu"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2017,1658,1315,0.209,"Anderson, Tyler"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2018,2973,2860,0.362,"Anderson, Tyler"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,5833,343,0.488,"Anderson, Tyler"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,6176,909,0.293,"Anderson, Tyler"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,7085,2509,0.24,"Anderson, Tyler"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,9594,2602,0.511,"Anderson, Tyler"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,12196,2334,0.532,"Anderson, Tyler"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,14530,2830,0.565,"Anderson, Tyler"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,17360,2248,0.516,"Anderson, Tyler"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2017,1658,1315,0.651,"Anderson, Tyler"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2018,2973,2860,0.745,"Anderson, Tyler"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,5833,343,0.891,"Anderson, Tyler"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,6176,909,0.66,"Anderson, Tyler"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,7085,2509,0.225,"Anderson, Tyler"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,9594,2602,0.721,"Anderson, Tyler"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,12196,2334,0.657,"Anderson, Tyler"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,14530,2830,0.687,"Anderson, Tyler"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,17360,2248,0.61,"Anderson, Tyler"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2017,1658,1315,0.557,"Anderson, Tyler"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2018,2973,2860,0.693,"Anderson, Tyler"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,5833,343,0.913,"Anderson, Tyler"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,6176,909,0.468,"Anderson, Tyler"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,7085,2509,0.438,"Anderson, Tyler"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,9594,2602,0.749,"Anderson, Tyler"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,12196,2334,0.686,"Anderson, Tyler"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,14530,2830,0.694,"Anderson, Tyler"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,17360,2248,0.545,"Anderson, Tyler"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2018,2973,2860,0.604,"Anderson, Tyler"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,5833,343,0.649,"Anderson, Tyler"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,6176,909,0.52,"Anderson, Tyler"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,7085,2509,0.616,"Anderson, Tyler"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,9594,2602,0.827,"Anderson, Tyler"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,12196,2334,0.729,"Anderson, Tyler"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,14530,2830,0.63,"Anderson, Tyler"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,17360,2248,0.634,"Anderson, Tyler"
6,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,9594,2602,0.862,"Anderson, Tyler"
6,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,12196,2334,0.654,"Anderson, Tyler"
6,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,14530,2830,0.613,"Anderson, Tyler"
6,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,17360,2248,0.565,"Anderson, Tyler"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2017,900,1543,0.185,"Lugo, Seth"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2018,2443,1589,0.393,"Lugo, Seth"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,4032,1259,0.313,"Lugo, Seth"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,5291,580,0.24,"Lugo, Seth"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,5871,700,0.37,"Lugo, Seth"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,6571,1102,0.466,"Lugo, Seth"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,7673,2265,0.401,"Lugo, Seth"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,9938,3194,0.225,"Lugo, Seth"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,13132,2294,0.259,"Lugo, Seth"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2017,900,1543,0.216,"Lugo, Seth"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2018,2443,1589,0.399,"Lugo, Seth"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,4032,1259,0.315,"Lugo, Seth"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,5291,580,0.248,"Lugo, Seth"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,5871,700,0.375,"Lugo, Seth"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,6571,1102,0.467,"Lugo, Seth"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,7673,2265,0.427,"Lugo, Seth"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,9938,3194,0.244,"Lugo, Seth"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,13132,2294,0.269,"Lugo, Seth"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2017,900,1543,0.268,"Lugo, Seth"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2018,2443,1589,0.403,"Lugo, Seth"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,4032,1259,0.365,"Lugo, Seth"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,5291,580,0.242,"Lugo, Seth"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,5871,700,0.454,"Lugo, Seth"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,6571,1102,0.553,"Lugo, Seth"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,7673,2265,0.364,"Lugo, Seth"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,9938,3194,0.209,"Lugo, Seth"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,13132,2294,0.24,"Lugo, Seth"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2017,900,1543,0.219,"Lugo, Seth"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2018,2443,1589,0.418,"Lugo, Seth"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,4032,1259,0.39,"Lugo, Seth"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,5291,580,0.256,"Lugo, Seth"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,5871,700,0.496,"Lugo, Seth"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,6571,1102,0.467,"Lugo, Seth"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,7673,2265,0.354,"Lugo, Seth"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,9938,3194,0.194,"Lugo, Seth"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,13132,2294,0.246,"Lugo, Seth"
6,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2018,2443,1589,0.41,"Lugo, Seth"
6,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,4032,1259,0.4,"Lugo, Seth"
6,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,5291,580,0.214,"Lugo, Seth"
6,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,5871,700,0.476,"Lugo, Seth"
6,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,6571,1102,0.487,"Lugo, Seth"
6,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,7673,2265,0.396,"Lugo, Seth"
6,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,9938,3194,0.256,"Lugo, Seth"
6,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,13132,2294,0.324,"Lugo, Seth"
7,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,9938,3194,0.23,"Lugo, Seth"
7,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,13132,2294,0.304,"Lugo, Seth"
9,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,9938,3194,0.268,"Lugo, Seth"
9,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,13132,2294,0.287,"Lugo, Seth"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2017,277,1154,0.36,"Glasnow, Tyler"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2018,1431,1818,0.853,"Glasnow, Tyler"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,3249,941,0.892,"Glasnow, Tyler"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,4190,1408,0.874,"Glasnow, Tyler"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,5598,1259,0.733,"Glasnow, Tyler"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,6857,127,0.527,"Glasnow, Tyler"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,6984,1908,0.407,"Glasnow, Tyler"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,8892,1930,0.422,"Glasnow, Tyler"
2,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,10822,1743,0.351,"Glasnow, Tyler"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2017,277,1154,0.358,"Glasnow, Tyler"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2018,1431,1818,0.729,"Glasnow, Tyler"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,3249,941,0.901,"Glasnow, Tyler"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,4190,1408,0.94,"Glasnow, Tyler"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,5598,1259,0.757,"Glasnow, Tyler"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,6857,127,0.506,"Glasnow, Tyler"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,6984,1908,0.452,"Glasnow, Tyler"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,8892,1930,0.402,"Glasnow, Tyler"
3,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,10822,1743,0.367,"Glasnow, Tyler"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2018,1431,1818,0.846,"Glasnow, Tyler"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,3249,941,0.892,"Glasnow, Tyler"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,4190,1408,0.952,"Glasnow, Tyler"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,5598,1259,0.754,"Glasnow, Tyler"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,6857,127,0.539,"Glasnow, Tyler"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,6984,1908,0.463,"Glasnow, Tyler"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,8892,1930,0.531,"Glasnow, Tyler"
4,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,10822,1743,0.446,"Glasnow, Tyler"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,3249,941,0.877,"Glasnow, Tyler"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,4190,1408,0.96,"Glasnow, Tyler"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,5598,1259,0.482,"Glasnow, Tyler"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,6857,127,0.322,"Glasnow, Tyler"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,6984,1908,0.332,"Glasnow, Tyler"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,8892,1930,0.412,"Glasnow, Tyler"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,10822,1743,0.514,"Glasnow, Tyler"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2018,1479,2797,0.296,"Wheeler, Zack"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,4276,3059,0.124,"Wheeler, Zack"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,7335,990,0.161,"Wheeler, Zack"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,8325,3102,0.177,"Wheeler, Zack"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,11427,2777,0.215,"Wheeler, Zack"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,14204,3453,0.368,"Wheeler, Zack"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,17657,3156,0.303,"Wheeler, Zack"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,20813,2296,0.034,"Wheeler, Zack"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2018,1479,2797,0.279,"Wheeler, Zack"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,4276,3059,0.264,"Wheeler, Zack"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,7335,990,0.301,"Wheeler, Zack"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,8325,3102,0.421,"Wheeler, Zack"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,11427,2777,0.217,"Wheeler, Zack"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,14204,3453,0.342,"Wheeler, Zack"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,17657,3156,0.289,"Wheeler, Zack"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,20813,2296,0.32,"Wheeler, Zack"
4,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2018,1479,2797,0.29,"Wheeler, Zack"
4,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,4276,3059,0.325,"Wheeler, Zack"
4,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,7335,990,0.495,"Wheeler, Zack"
4,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,8325,3102,0.401,"Wheeler, Zack"
4,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,11427,2777,0.196,"Wheeler, Zack"
4,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,14204,3453,0.335,"Wheeler, Zack"
4,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,17657,3156,0.398,"Wheeler, Zack"
4,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,20813,2296,0.329,"Wheeler, Zack"
5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2018,1479,2797,0.426,"Wheeler, Zack"
5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,4276,3059,0.4,"Wheeler, Zack"
5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,7335,990,0.337,"Wheeler, Zack"
5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,8325,3102,0.32,"Wheeler, Zack"
5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,11427,2777,0.21,"Wheeler, Zack"
5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,14204,3453,0.322,"Wheeler, Zack"
5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,17657,3156,0.419,"Wheeler, Zack"
5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,20813,2296,0.464,"Wheeler, Zack"
6,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,4276,3059,0.34,"Wheeler, Zack"
6,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,7335,990,0.342,"Wheeler, Zack"
6,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,8325,3102,0.248,"Wheeler, Zack"
6,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,11427,2777,0.188,"Wheeler, Zack"
6,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,14204,3453,0.356,"Wheeler, Zack"
6,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,17657,3156,0.416,"Wheeler, Zack"
6,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,20813,2296,0.47,"Wheeler, Zack"
7,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,17657,3156,0.415,"Wheeler, Zack"
7,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,20813,2296,0.471,"Wheeler, Zack"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2018,165,2313,0.399,"Buehler, Walker"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2019,2478,2925,0.538,"Buehler, Walker"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2020,5403,994,0.437,"Buehler, Walker"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2021,6397,3380,0.363,"Buehler, Walker"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2022,9777,968,0.352,"Buehler, Walker"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2024,10745,1517,0.309,"Buehler, Walker"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2025,12262,2109,0.172,"Buehler, Walker"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2018,165,2313,0.486,"Buehler, Walker"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2019,2478,2925,0.409,"Buehler, Walker"
